name,city,state,address,district
NATCHEZ ELEMENTARY SCHOOL,WADSWORTH,NV,,WASHOE COUNTY SCHOOL DISTRICT
SANDIA ELEMENTARY,CLOVIS,NM,,CLOVIS MUNICIPAL SCHOOLS
MUNISING HIGH AND MIDDLE SCHOOL,MUNISING,MI,,MUNISING PUBLIC SCHOOLS
WILLIAM G MATHER ELEMENTARY SCHOOL,MUNISING,MI,,MUNISING PUBLIC SCHOOLS
HUNTINGDON AREA MS,HUNTINGDON,PA,,HUNTINGDON AREA SD
MURNIN EL,SAN ANTONIO,TX,,NORTHSIDE INDEPENDENT SCHOOL DISTRICT
LA PORTE EL,LA PORTE,TX,,LA PORTE INDEPENDENT SCHOOL DISTRICT
CRAWFORD SCHOOL,KALKASKA,MI,,EXCELSIOR TOWNSHIP S/D #1
MALC,MILLINGTON,MI,,MILLINGTON COMMUNITY SCHOOLS
WILLIAM CHRISMAN HIGH,INDEPENDENCE,MO,,INDEPENDENCE 30
ANSLEY ELEMENTARY SCHOOL,ANSLEY,NE,,ANSLEY PUBLIC SCHOOLS
WESTMOOR ELEMENTARY SCHOOL,SCOTTSBLUFF,NE,,SCOTTSBLUFF PUBLIC SCHOOLS
BETSY ROSS ELEMENTARY,MAHWAH,NJ,,MAHWAH TOWNSHIP PUBLIC SCHOOL DISTRICT
HIGHLAND REGIONAL HIGH SCHOOL,BLACKWOOD,NJ,,BLACK HORSE PIKE REGIONAL SCHOOL DISTRICT
POLK MIDDLE,ALBUQUERQUE,NM,,ALBUQUERQUE PUBLIC SCHOOLS
JOHN GLENN HIGH SCHOOL,WESTLAND,MI,,WAYNE-WESTLAND COMMUNITY SCHOOL DISTRICT
SMITHSON VALLEY MIDDLE,SPRING BRANCH,TX,,COMAL INDEPENDENT SCHOOL DISTRICT
TACONIC HILLS ELEMENTARY SCHOOL,CRARYVILLE,NY,,TACONIC HILLS CENTRAL SCHOOL DISTRICT
PS/IS 187 HUDSON CLIFFS,NEW YORK,NY,,NEW YORK CITY GEOGRAPHIC DISTRICT # 6
CARL L DIXSON ELEMENTARY SCHOOL,ELMSFORD,NY,,ELMSFORD UNION FREE SCHOOL DISTRICT
ALEXANDER HAMILTON HIGH SCHOOL,ELMSFORD,NY,,ELMSFORD UNION FREE SCHOOL DISTRICT
BURLINGTON-DES LACS ELEMENTARY SCHOOL,BURLINGTON,ND,,UNITED 7
ROCKY RIVER ELEMENTARY,MOORESVILLE,NC,,MOORESVILLE GRADED SCHOOL DISTRICT
OAKWOOD ELEMENTARY,PLYMOUTH,MN,,WAYZATA PUBLIC SCHOOL DISTRICT
RENAISSANCE CHARTER SCHOOL AT POINCIANA,KISSIMMEE,FL,,OSCEOLA
JANE ADDAMS MIDDLE SCHOOL,SEATTLE,WA,,SEATTLE SCHOOL DISTRICT NO. 1
SERGEANT PAUL R SMITH MIDDLE SCHOOL,TAMPA,FL,,HILLSBOROUGH
CANOE CREEK CHARTER ACADEMY,SAINT CLOUD,FL,,OSCEOLA
BENOIST FARMS ELEMENTARY SCHOOL,WEST PALM BEACH,FL,,PALM BEACH
VETERANS MEMORIAL MIDDLE SCHOOL,COVINGTON,GA,,NEWTON COUNTY
C B THOMPSON MIDDLE,QUINLAN,TX,,QUINLAN INDEPENDENT SCHOOL DISTRICT
CIVIC MEMORIAL HIGH SCHOOL,BETHALTO,IL,,BETHALTO CONSOLIDATED UNIT SCHOOL DISTRICT 8
HARDIN COUNTY DAY TREATMENT CENTER,ELIZABETHTOWN,KY,,HARDIN COUNTY
RANDOLPH COMMUNITY MIDDLE,RANDOLPH,MA,,RANDOLPH
OQUIRRH SCHOOL,WEST JORDAN,UT,,JORDAN DISTRICT
COVINGTON COUNTY ALTERNATIVE SCHOOL,COLLINS,MS,,COVINGTON COUNTY SCHOOL DISTRICT
FOWLER HIGH SCHOOL,FOWLER,MI,,FOWLER PUBLIC SCHOOLS
VALLEY CENTER SCHOOL,KALAMAZOO,MI,,KALAMAZOO RESA
COMMUNITY BASED EARLY CHILDHOOD SERVICES,HOWELL,MI,,LIVINGSTON ESA
BARRETTS ELEM.,MANCHESTER,MO,,PARKWAY C-2
RAMSAY 7-8,RAMSAY,MT,,RAMSAY ELEM
SAMMAMISH SENIOR HIGH,BELLEVUE,WA,,BELLEVUE SCHOOL DISTRICT
STILLWATER ELEMENTARY,CARNATION,WA,,RIVERVIEW SCHOOL DISTRICT
SKYKOMISH HIGH SCHOOL,SKYKOMISH,WA,,SKYKOMISH SCHOOL DISTRICT
TOLEDO ELEMENTARY SCHOOL,TOLEDO,WA,,TOLEDO SCHOOL DISTRICT
NORTH STAR ELEMENTARY,GRAHAM,WA,,BETHEL SCHOOL DISTRICT
RIVERVIEW ELEMENTARY SCHOOL,DENVILLE,NJ,,DENVILLE TOWNSHIP K-8 SCHOOL DISTRICT
DORIS HENDERSON NEWCOMERS SCH,GREENSBORO,NC,,GUILFORD COUNTY SCHOOLS
HOPEWELL-LOUDON LOCAL ELEMENTARY SCHOOL,BASCOM,OH,,HOPEWELL-LOUDON LOCAL
SPRING GARDEN SCH,PHILADELPHIA,PA,,PHILADELPHIA CITY SD
WESTWOOD MATH SCIENCE LEADERSHIP MAGNET,DALLAS,TX,,RICHARDSON INDEPENDENT SCHOOL DISTRICT
JOSEFINA FERRERO,FAJARDO,PR,,PUERTO RICO DEPARTMENT OF EDUCATION
PEDRO P. CASABLANCA,BAYAMON,PR,,PUERTO RICO DEPARTMENT OF EDUCATION
FRED W EBERLE TECH CENTER,BUCKHANNON,WV,,UPSHUR COUNTY SCHOOLS
LONE PEAK SCHOOL,SANDY,UT,,CANYONS DISTRICT
JOHN F KENNEDY DAY SCHOOL,WHITERIVER,AZ,,JOHN F. KENNEDY DAY SCHOOL
ALFRED RUSH ACADEMY,QUINBY,SC,,FLORENCE 01
URBANA HIGH SCHOOL,URBANA,IL,,URBANA SD 116
QUITMAN CO VOCATIONAL COMPLEX,MARKS,MS,,QUITMAN CO SCHOOL DISTRICT
JEFFERSONELEMENTARYSCHOOL,MARION,IL,,MARION CONSOLIDATED UNIT SCHOOL DISTRICT 2
SOUTH CRAWFORD ELEMENTARY SCHOOL,LEAVENWORTH,IN,,CRAWFORD COUNTY COMMUNITY SCH CORPORATION
MENTONE ELEMENTARY SCHOOL,MENTONE,IN,,TIPPECANOE VALLEY SCHOOL CORPORATION
PLEASANT LAKE ELEMENTARY SCHOOL,PLEASANT LAKE,IN,,MSD STEUBEN COUNTY
TRI CENTRAL MIDDLE-HIGH SCHOOL,SHARPSVILLE,IN,,TRI-CENTRAL COMMUNITY SCHOOLS
HOLMES JUNIOR HIGH SCHOOL,CEDAR FALLS,IA,,CEDAR FALLS COMM SCHOOL DISTRICT
HUDSON AREA HIGH SCHOOL,HUDSON,MI,,HUDSON AREA SCHOOLS
KELLOGG MIDDLE,ROCHESTER,MN,,ROCHESTER PUBLIC SCHOOL DISTRICT
HANNAN ELEMENTARY,COLUMBUS,GA,,MUSCOGEE COUNTY
KAPAA MIDDLE SCHOOL,KAPAA,HI,,HAWAII DEPARTMENT OF EDUCATION
ORDEAN EAST MIDDLE SCHOOL,DULUTH,MN,,DULUTH PUBLIC SCHOOL DISTRICT
INDEPENDENCE PRESCHOOL,BARTLETT,IL,,SD U-46
MEREDITH MIDDLE SCHOOL,DES MOINES,IA,,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT
KENTUCKY TECH - MADISONVILLE REG TECH CT,MADISONVILLE,KY,,HOPKINS COUNTY
W. SMITH JR. ELEMENTARY SCHOOL,VIOLET,LA,,ST. BERNARD PARISH
BRISTOL CONSOLIDATED SCHOOL,PEMAQUID,ME,,BRISTOL PUBLIC SCHOOLS
SOUTHWEST HIGH,WASHBURN,MO,,SOUTHWEST R-V
MIFFLIN PARK EL SCH,SHILLINGTON,PA,,GOVERNOR MIFFLIN SD
VOORHEESVILLE MIDDLE SCHOOL,VOORHEESVILLE,NY,,VOORHEESVILLE CENTRAL SCHOOL DISTRICT
HOUSE SPRINGS ELEM.,HOUSE SPRINGS,MO,,NORTHWEST R-I
BIRCH TREE ELEM.,BIRCH TREE,MO,,MOUNTAIN VIEW-BIRCH TREE R-III
PUXICO JR. HIGH,PUXICO,MO,,PUXICO R-VIII
WAKE ROBIN ELEMENTARY SCHOOL,BELLEVUE,NE,,BELLEVUE PUBLIC SCHOOLS
NUTE JUNIOR HIGH SCHOOL,MILTON,NH,,MILTON SCHOOL DISTRICT
ROBERT MORRIS SCHOOL,S BOUND BROOK,NJ,,SOUTH BOUND BROOK PUBLIC SCHOOL DISTRICT
BAY TRAIL MIDDLE SCHOOL,PENFIELD,NY,,PENFIELD CENTRAL SCHOOL DISTRICT
JOHN F KENNEDY ELEMENTARY SCHOOL,BREWSTER,NY,,BREWSTER CENTRAL SCHOOL DISTRICT
CAMERON PARK ELEMENTARY,HILLSBOROUGH,NC,,ORANGE COUNTY SCHOOLS
GREENVILLE ELEM.,GREENVILLE,MO,,GREENVILLE R-II
DEER RUN ELEMENTARY SCHOOL,DUBLIN,OH,,DUBLIN CITY
OLENTANGY LIBERTY HIGH SCHOOL,POWELL,OH,,OLENTANGY LOCAL
RIDGEWOOD ELEMENTARY SCHOOL,HILLIARD,OH,,HILLIARD CITY
NORWOOD VIEW ELEMENTARY SCHOOL,NORWOOD,OH,,NORWOOD CITY
MIDVIEW HIGH SCHOOL,GRAFTON,OH,,MIDVIEW LOCAL
VALLEY HIGH SCHOOL,LUCASVILLE,OH,,VALLEY LOCAL
LAKE HIGH SCHOOL,UNIONTOWN,OH,,LAKE LOCAL
AGRA ES,AGRA,OK,,AGRA
PITTMAN CENTER ELEMENTARY,GATLINBURG,TN,,SEVIER COUNTY
LORETTO ELEMENTARY SCHOOL,JACKSONVILLE,FL,,DUVAL
CHARLEMAGNE FRENCH IMMERSION ELEMENTARY SCHOOL,EUGENE,OR,,EUGENE SD 4J
MALABON ELEMENTARY SCHOOL,EUGENE,OR,,BETHEL SD 52
WILSON SOUTHERN MS,SINKING SPRING,PA,,WILSON SD
JOSEPH H. GAUDET SCHOOL,MIDDLETOWN,RI,,MIDDLETOWN
LAKE CITY HIGH,LAKE CITY,SC,,FLORENCE 03
UPLAND COLONY ELEMENTARY - 05,ARTESIAN,SD,,SANBORN CENTRAL SCHOOL DISTRICT 55-5
FORREST COUNTY AGRICULTURAL HI SCH,BROOKLYN,MS,,FORREST COUNTY AG HIGH SCHOOL
CARL JUNCTION PRIMARY K-1,CARL JUNCTION,MO,,CARL JUNCTION R-I
CITY HONORS SCHOOL,BUFFALO,NY,,BUFFALO CITY SCHOOL DISTRICT
HELEN JYDSTRUP ELEMENTARY SCHOOL,LAS VEGAS,NV,,CLARK COUNTY SCHOOL DISTRICT
FLANDREAU INDIAN BOARDING SCHOOL,FLANDREAU,SD,,FLANDREAU INDIAN BOARDING SCHOOL
BAKER ELEMENTARY SCHOOL,BAKER,NV,,WHITE PINE COUNTY SCHOOL DISTRICT
FRANKLIN MIDDLE SCHOOL,SOMERSET,NJ,,FRANKLIN TOWNSHIP PUBLIC SCHOOL DISTRICT
JULIAN T SALDIVAR EL,DALLAS,TX,,DALLAS INDEPENDENT SCHOOL DISTRICT
SU JORGE LUCAS VALDIVIESO,PENUELAS,PR,,PUERTO RICO DEPARTMENT OF EDUCATION
THE REACH! PARTNERSHIP SCHOOL,BALTIMORE,MD,,BALTIMORE CITY PUBLIC SCHOOLS
MERCER ELEMENTARY SCHOOL,HAMILTON,NJ,,MERCER COUNTY SPECIAL SERVICES SCHOOL DISTRICT
OWEN COUNTY ELEMENTARY/PRIMARY SCHOOL,OWENTON,KY,,OWEN COUNTY
RENAISSANCE MIDDLE SCHOOL,FAIRBURN,GA,,FULTON COUNTY
SOUTHVIEW,CRESTWOOD,MO,,SPECL. SCH. DST. ST. LOUIS CO.
KELLER EARLY LEARNING CENTER - NORTH,KELLER,TX,,KELLER INDEPENDENT SCHOOL DISTRICT
PORTLAND ARTS & TECHNOLOGY H S,PORTLAND,ME,,PORTLAND PUBLIC SCHOOLS
SOCRATES ONLINE,NORTH MANKATO,MN,,SOCRATES
PS 165 ROBERT E SIMON,NEW YORK,NY,,NEW YORK CITY GEOGRAPHIC DISTRICT # 3
ROARING BROOK SCHOOL,CHAPPAQUA,NY,,CHAPPAQUA CENTRAL SCHOOL DISTRICT
THOMASVILLE PRIMARY,THOMASVILLE,NC,,THOMASVILLE CITY SCHOOLS
MINFORD MIDDLE SCHOOL,MINFORD,OH,,MINFORD LOCAL
NORTHWEST HIGH SCHOOL,CANAL FULTON,OH,,NORTHWEST LOCAL
EAST CANTON HIGH SCHOOL,EAST CANTON,OH,,OSNABURG LOCAL
BELLVIEW ELEMENTARY SCHOOL,ASHLAND,OR,,ASHLAND SD 5
PROSPECT CHARTER SCHOOL,PROSPECT,OR,,PROSPECT SD 59
MABEL RUSH ELEMENTARY SCHOOL,NEWBERG,OR,,NEWBERG SD 29J
PORTAGE AREA JSHS,PORTAGE,PA,,PORTAGE AREA SD
SULLIVAN GARDENS K-8,KINGSPORT,TN,,SULLIVAN COUNTY
HOLSTON VIEW ELEMENTARY,BRISTOL,TN,,BRISTOL
WEST VIEW SCHOOL,LIMESTONE,TN,,WASHINGTON COUNTY
PORTER EARLY COLLEGE H S,BROWNSVILLE,TX,,BROWNSVILLE INDEPENDENT SCHOOL DISTRICT
PITNER ELEMENTARY SCHOOL,ACWORTH,GA,,COBB COUNTY
CANEY VALLEY CHARTER ACADEMY,CANEY,KS,,CANEY VALLEY
GREG MATHIS CHARTER HIGH,NORTH CHARLESTON,SC,,CHARLESTON 01
SOUTH RIVER ELEMENTARY,GROTTOES,VA,,ROCKINGHAM CO PUBLIC SCHOOLS
PARKWAY ELEMENTARY,CLARKSTON,WA,,CLARKSTON SCHOOL DISTRICT
UTAH INTERNATIONAL CHARTER SCHOOL,SOUTH SALT LAKE,UT,,UTAH INTERNATIONAL CHARTER SCHOOL
WHITE RIVER HIGH SCHOOL,BUCKLEY,WA,,WHITE RIVER SCHOOL DISTRICT
TOUCHETELEMENTARY& HIGH SCHOOL,TOUCHET,WA,,TOUCHET SCHOOL DISTRICT
CRANDON HIGH,CRANDON,WI,,CRANDON SCHOOL DISTRICT
PANAMA MS,PANAMA,OK,,PANAMA
KIHEI CHARTER SCHOOL,KIHEI,HI,,HAWAII DEPARTMENT OF EDUCATION
BERMUDIAN SPRINGS EL SCH,YORK SPRINGS,PA,,BERMUDIAN SPRINGS SD
FRONTIER INTERNATIONAL ACADEMY,DETROIT,MI,,FRONTIER INTERNATIONAL ACADEMY
COTEE RIVER ELEMENTARY SCHOOL,NEW PORT RICHEY,FL,,PASCO
NANNY EL,RIVIERA,TX,,RIVIERA INDEPENDENT SCHOOL DISTRICT
KENOWA HILLS EARLY CHILDHOOD CENTER,GRAND RAPIDS,MI,,KENOWA HILLS PUBLIC SCHOOLS
MAHTOMEDI PRESCHOOL,STILLWATER,MN,,MAHTOMEDI PUBLIC SCHOOL DISTRICT
BONNERS FERRY HIGH SCHOOL,BONNERS FERRY,ID,,BOUNDARY COUNTY DISTRICT
ROOSEVELT ELEMENTARY SCHOOL,NAMPA,ID,,NAMPA SCHOOL DISTRICT
FRANKLIN MIDDLE SCHOOL,CHAMPAIGN,IL,,CHAMPAIGN CONSOLIDATED UNIT SCHOOL DISTRICT 4
DELAND-WELDON MIDDLE SCHOOL,WELDON,IL,,DELAND-WELDON CONSOLIDATED UNIT SCHOOL DISTRICT 57
CENTENNIAL ELEMENTARY SCHOOL,NAMPA,ID,,NAMPA SCHOOL DISTRICT
RICHEY ELEMENTARY SCHOOL,WILMINGTON,DE,,RED CLAY CONSOLIDATED SCHOOL DISTRICT
SUMMERFIELD CROSSINGS ELEMENTARY SCHOOL,RIVERVIEW,FL,,HILLSBOROUGH
SWEETWATER MIDDLE SCHOOL,LAWRENCEVILLE,GA,,GWINNETT COUNTY
T. J. ELDER MIDDLE SCHOOL,SANDERSVILLE,GA,,WASHINGTON COUNTY
JD HALL LEARNING CENTER,LANCASTER,TX,,LANCASTER INDEPENDENT SCHOOL DISTRICT
ROANOKE-BENSON HIGH SCHOOL,ROANOKE,IL,,ROANOKE BENSON CONSOLIDATED UNIT SCHOOL DISTRICT 60
CONGERVILLEELEMENTARYSCHOOL,CONGERVILLE,IL,,EUREKA CUD 140
AVILLA ELEMENTARY SCHOOL,AVILLA,IN,,EAST NOBLE SCHOOL CORPORATIONORATION
LEAVENWORTH SR HIGH,LEAVENWORTH,KS,,LEAVENWORTH
WOODLAND CONSOLIDATED SCH,WOODLAND,ME,,WOODLAND PUBLIC SCHOOLS
METEA VALLEY HIGH SCHOOL,AURORA,IL,,INDIAN PRAIRIE CONSOLIDATED UNIT SCHOOL DISTRICT 204
GWYNN PARK HIGH,BRANDYWINE,MD,,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
WILLOW RIVER ELEMENTARY,WILLOW RIVER,MN,,WILLOW RIVER PUBLIC SCHOOL DISTRICT
WIN-E-MAC SECONDARY,ERSKINE,MN,,WIN-E-MAC SCHOOL DISTRICT
ROCK SPRINGS ELEMENTARY,LAVERGNE,TN,,RUTHERFORD COUNTY
OAK CANYON JR HIGH,LINDON,UT,,ALPINE DISTRICT
MARY A. FISK ELEMENTARY SCHOOL,SALEM,NH,,SALEM SCHOOL DISTRICT
SMITHVILLE ELEMENTARY SCHOOL,GALLOWAY,NJ,,GALLOWAY TOWNSHIP PUBLIC SCHOOL DISTRICT
DARETOWN SCHOOL,ELMER,NJ,,SALEM COUNTY SPECIAL SERVICES SCHOOL DISTRICT
WINDSOR CENTRAL HIGH SCHOOL,WINDSOR,NY,,WINDSOR CENTRAL SCHOOL DISTRICT
ROFF HS,ROFF,OK,,ROFF
WELCHES ELEMENTARY SCHOOL,WELCHES,OR,,OREGON TRAIL SD 46
CHAMBERS HILL EL SCH,HARRISBURG,PA,,CENTRAL DAUPHIN SD
MERRIWETHER ELEMENTARY,NORTH AUGUSTA,SC,,EDGEFIELD 01
CAROLINA FOREST ELEMENTARY,MYRTLE BEACH,SC,,HORRY 01
ROBERT E. LEE ELEMENTARY,SPOTSYLVANIA,VA,,SPOTSYLVANIA CO PUBLIC SCHOOLS
DUNBAR HS,WASHINGTON,DC,,DISTRICT OF COLUMBIA PUBLIC SCHOOLS
WINSTON CAMPUS JR HIGH,PALATINE,IL,,PALATINE CCSD 15
DELAVAN ELEMENTARY SCHOOL,DELAVAN,IL,,DELAVAN CONSOLIDATED UNIT SCHOOL DISTRICT 703
CHANNAHON JUNIOR HIGH SCHOOL,CHANNAHON,IL,,CHANNAHON SD 17
DELTA MIDDLE SCHOOL,MUNCIE,IN,,DELAWARE COMMUNITY SCHOOL CORPORATION
BROWNSTOWN CENTRAL MIDDLE SCHOOL,BROWNSTOWN,IN,,BROWNSTOWN CNT COM SCH CORPORATION
MONTGOMERY HIGH SCHOOL,MONTGOMERY,LA,,GRANT PARISH
BOONSBORO HIGH,BOONSBORO,MD,,WASHINGTON COUNTY PUBLIC SCHOOLS
MANSION AVENUE SCHOOL,AUDUBON,NJ,,AUDUBON PUBLIC SCHOOL DISTRICT
WHITESVILLE CENTRAL SCHOOL,WHITESVILLE,NY,,WHITESVILLE CENTRAL SCHOOL DISTRICT
STOCKBRIDGE VALLEY CENTRAL SCHOOL,MUNNSVILLE,NY,,STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT
DONALD P SUTHERLAND SCHOOL,NASSAU,NY,,EAST GREENBUSH CENTRAL SCHOOL DISTRICT
WEST CARROLLTON HIGH SCHOOL,WEST CARROLLTON,OH,,WEST CARROLLTON CITY
LAUREL ELEMENTARY SCHOOL,JUNCTION CITY,OR,,JUNCTION CITY SD 69
EARL EL SCH,BOYERTOWN,PA,,BOYERTOWN AREA SD
PAXON HOLLOW MS,BROOMALL,PA,,MARPLE NEWTOWN SD
BOILING SPRINGS ELEMENTARY,BOILING SPRINGS,SC,,SPARTANBURG 02
PLEASANT GROVE MIDDLE,TEXARKANA,TX,,PLEASANT GROVE INDEPENDENT SCHOOL DISTRICT
WIMBERLEY H S,WIMBERLEY,TX,,WIMBERLEY INDEPENDENT SCHOOL DISTRICT
CROSBY EL,FORNEY,TX,,FORNEY INDEPENDENT SCHOOL DISTRICT
BELLOWS FALLS MIDDLE SCHOOL,BELLOWS FALLS,VT,,ROCKINGHAM SCHOOL DISTRICT
BUTTS ROAD INTERMEDIATE,CHESAPEAKE,VA,,CHESAPEAKE CITY PUBLIC SCHOOLS
STEVENS MIDDLE SCHOOL,PORT ANGELES,WA,,PORT ANGELES SCHOOL DISTRICT
DOWNING,TACOMA,WA,,TACOMA SCHOOL DISTRICT
ORIENT ELEM,ORIENT,WA,,ORIENT SCHOOL DISTRICT
BLAINE MIDDLE SCHOOL,BLAINE,WA,,BLAINE SCHOOL DISTRICT
OCONTO MIDDLE,OCONTO,WI,,OCONTO UNIFIED SCHOOL DISTRICT
THOMSON ES,WASHINGTON,DC,,DISTRICT OF COLUMBIA PUBLIC SCHOOLS
GARDNER-SOUTH WILMINGTON TWP H S,GARDNER,IL,,GARDNER S WILMINGTON TWP HSD 73
OLNEY C ALLENELEMENTARYSCHOOL,AURORA,IL,,AURORA EAST USD 131
CELESTINE ELEMENTARY SCHOOL,CELESTINE,IN,,NORTHEAST DUBOIS CO SCH CORPORATION
GREENVILLE ELEMENTARY SCHOOL,GREENVILLE,IN,,NEW ALBANY-FLOYD CO CON SCH
SIXTH WARD ELEMENTARY SCHOOL,VACHERIE,LA,,ST. JAMES PARISH
SU OSCAR PORRATA DORIA,COMERIO,PR,,PUERTO RICO DEPARTMENT OF EDUCATION
BOYNE CITY HIGH SCHOOL,BOYNE CITY,MI,,BOYNE CITY PUBLIC SCHOOLS
PINEVIEW HOMES,EVART,MI,,MECOSTA-OSCEOLA INDEPENDENT SCHOOL DISTRICT
NEVIS SECONDARY,NEVIS,MN,,NEVIS PUBLIC SCHOOL DISTRICT
MAPLE GROVE ELEMENTARY SCHOOL,SOUTH HAVEN,MI,,SOUTH HAVEN PUBLIC SCHOOLS
MYLES ELEMENTARY SCHOOL,NEW HARTFORD,NY,,NEW HARTFORD CENTRAL SCHOOL DISTRICT
PATRICK HENRY SCHOOL,CLEVELAND,OH,,CLEVELAND MUNICIPAL
OAKDALE SCHOOL,OAKDALE,TN,,MORGAN COUNTY
THORNTON EL,SAN ANTONIO,TX,,NORTHSIDE INDEPENDENT SCHOOL DISTRICT
MEAD EL,SAN ANTONIO,TX,,NORTHSIDE INDEPENDENT SCHOOL DISTRICT
PARK ELEMENTARY SCHOOL,KEARNEY,NE,,KEARNEY PUBLIC SCHOOLS
FRANKLIN ELEMENTARY SCHOOL,FRANKLIN,NE,,FRANKLIN PUBLIC SCHOOLS
JACK D JOHNSON EL,SOUTHLAKE,TX,,CARROLL INDEPENDENT SCHOOL DISTRICT
BFA HIGH SCHOOL - FAIRFAX,FAIRFAX,VT,,FAIRFAX SCHOOL DISTRICT
FLOYD KELLAM HIGH,VIRGINIA BEACH,VA,,VA BEACH CITY PUBLIC SCHOOLS
WEST BROOK MIDDLE SCHOOL,PARAMUS,NJ,,PARAMUS PUBLIC SCHOOL DISTRICT
GLENFIELD MIDDLE SCHOOL,MONTCLAIR,NJ,,MONTCLAIR PUBLIC SCHOOL DISTRICT
REDBANK VALLEY PRIMARY SCHOOL,NEW BETHLEHEM,PA,,REDBANK VALLEY SD
CROTON ELEMENTARY SCHOOL,MELBOURNE,FL,,BREVARD
ARC BROWARD INC.,SUNRISE,FL,,BROWARD
LAUDERHILL 6-12,LAUDERHILL,FL,,BROWARD
CHARTER SCHOOL OF NEW CASTLE,NEW CASTLE,DE,,CHARTER SCHOOL OF NEW CASTLE
HARRIS HILL ELEMENTARY SCHOOL,WILLIAMSVILLE,NY,,CLARENCE CENTRAL SCHOOL DISTRICT
HICKSVILLE MIDDLE SCHOOL,HICKSVILLE,NY,,HICKSVILLE UNION FREE SCHOOL DISTRICT
SCENIC HEIGHTS ELEMENTARY SCHOOL,PENSACOLA,FL,,ESCAMBIA
PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL,PARISHVILLE,NY,,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT
FOREST CITY-DUNBAR ELEMENTARY SCHOOL,FOREST CITY,NC,,RUTHERFORD COUNTY SCHOOLS
WICKLIFFE MIDDLE SCHOOL,WICKLIFFE,OH,,WICKLIFFE CITY
TRIWAY HIGH SCHOOL,WOOSTER,OH,,TRIWAY LOCAL
CAMBRIA HEIGHTS MS,PATTON,PA,,CAMBRIA HEIGHTS SD
DREXEL HILL MS,DREXEL HILL,PA,,UPPER DARBY SD
SCOTTSVILLE ELEMENTARY,SCOTTSVILLE,VA,,ALBEMARLE CO PUBLIC SCHOOLS
NELSON COUNTY HIGH,LOVINGSTON,VA,,NELSON CO PUBLIC SCHOOLS
WHITTIER,TACOMA,WA,,TACOMA SCHOOL DISTRICT
BELLEVILLE ELEMENTARY,BELLEVILLE,WI,,BELLEVILLE SCHOOL DISTRICT
TODD ELEMENTARY,BELOIT,WI,,BELOIT SCHOOL DISTRICT
DON BREWER ELEMENTARY SCHOOL,JACKSONVILLE,FL,,DUVAL
CENTRALIA JR HIGH SCHOOL,CENTRALIA,IL,,CENTRALIA SD 135
RANKINELEMENTARYSCHOOL,PEKIN,IL,,RANKIN CSD 98
LIBERTY JUNIOR HIGH SCHOOL,NEW LENOX,IL,,NEW LENOX SD 122
HARLEM MIDDLE SCHOOL,LOVES PARK,IL,,HARLEM UD 122
ZIONSVILLE COMMUNITY HIGH SCHOOL,ZIONSVILLE,IN,,ZIONSVILLE COMMUNITY SCHOOLS
CHURUBUSCO JR-SR HIGH SCHOOL,CHURUBUSCO,IN,,SMITH-GREEN COMMUNITY SCHOOLS
ALBERT EINSTEIN HIGH,KENSINGTON,MD,,MONTGOMERY COUNTY PUBLIC SCHOOLS
LAKE BENTON ELEMENTARY,LAKE BENTON,MN,,LAKE BENTON PUBLIC SCHOOL DISTRICT
POINDEXTER ELEMENTARY SCHOOL,JACKSON,MS,,JACKSON PUBLIC SCHOOL DISTRICT
NEW HOPE MIDDLE SCHOOL,COLUMBUS,MS,,LOWNDES CO SCHOOL DISTRICT
LAFAYETTE HIGH,ST JOSEPH,MO,,ST. JOSEPH
SARANAC MIDDLE SCHOOL,SARANAC,NY,,SARANAC CENTRAL SCHOOL DISTRICT
SCHOOL 3-NATHANIEL ROCHESTER,ROCHESTER,NY,,ROCHESTER CITY SCHOOL DISTRICT
SCHOOL 50-HELEN BARRETT MONTGOMERY,ROCHESTER,NY,,ROCHESTER CITY SCHOOL DISTRICT
EAST ELEMENTARY SCHOOL,LONG BEACH,NY,,LONG BEACH CITY SCHOOL DISTRICT
HILLIARD CROSSING ELEMENTARY SCHOOL,HILLIARD,OH,,HILLIARD CITY
AVON EAST ELEMENTARY SCHOOL,AVON,OH,,AVON LOCAL
NEWTON HIGH SCHOOL,PLEASANT HILL,OH,,NEWTON LOCAL
FRAZEYSBURG ELEMENTARY SCHOOL,FRAZEYSBURG,OH,,TRI-VALLEY LOCAL
FREDERICKSBURG ELEMENTARY SCHOOL,FREDERICKSBURG,OH,,SOUTHEAST LOCAL
HEMPFIELD SHS,LANDISVILLE,PA,,HEMPFIELD SD
TRI-VALLEY JR. HIGH SCHOOL - 03,COLTON,SD,,TRI-VALLEY SCHOOL DISTRICT 49-6
HAYWOOD ELEMENTARY,BROWNSVILLE,TN,,HAYWOOD COUNTY
SOUTH SIDE HIGH SCHOOL,JACKSON,TN,,MADISON COUNTY
RAINS EL,EMORY,TX,,RAINS INDEPENDENT SCHOOL DISTRICT
